id,lat,lng,barangay,address,alarm_level,reported_at,resolved_at,duration_minutes,casualties,injuries,estimated_damage,cause,actions_taken,reported_by,verified_by,attachments,type_of_occupancy
"f5353296-7206-4cf9-81a6-8bc99ae1b154",14.5794,121.0359,"Mauway","SHAW BLVD. M.C. MAUWAY","FOUA","""2014-01-05T00:00:00.000Z""","""2014-01-05T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"d551f017-fcdb-4f72-887b-f39008df31a3",14.5794,121.0359,"Old Zaniga","MANGGAHAN HOUSING BLDG.1-A BRGY. OLD ZANIGA, M.C.","FOUA","""2014-01-05T00:00:00.000Z""","""2014-01-05T00:00:00.000Z""",,0,0,"1200","STRUCTURAL",,,,,"RESIDENTIAL"
"778b0216-faac-40ca-b0f8-705961eb109c",14.5794,121.0359,"Wack-wack Greenhills","EDSA INFRONT OF SM MEGAMALL NORTH BOUND, M.C. WACK WACK","FOUA","""2014-01-15T00:00:00.000Z""","""2014-01-15T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"VEHICULAR"
"765be536-b856-4298-b88a-fd729ce0eb62",14.5794,121.0359,"Highway Hills","D.M. GUEVARRA ST., BRGY. HIGH-WAY HILLS, M.C.","FOUA","""2014-01-20T00:00:00.000Z""","""2014-01-20T00:00:00.000Z""",,0,0,"5000","ELECTRICAL",,,,,"SERVICE WIRE"
"5149dbaf-288b-4647-bd1c-86ff21edf4ad",14.5794,121.0359,"Highway Hills","HMR COMP., RELIANCE ST., COR. PIONEER ST., BRGY. HIGH-WAY HILLS, M.C.","FOUA","""2014-01-25T00:00:00.000Z""","""2014-01-25T00:00:00.000Z""",,0,0,"2000","ELECTRICAL",,,,,"MERCANTILE"
"5d477f6b-c076-401f-83ef-2222a765a544",14.5794,121.0359,"Barangka Drive","TANGLAW BARANGKA DRIVE, M.C.","FOUA","""2014-01-28T00:00:00.000Z""","""2014-01-28T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"RESIDENTIAL"
"01ded14f-93ca-436b-8541-ccbe457f93b3",14.5794,121.0359,"Hulo","F. BLUMENTRITT BRGY. HULO, M.C.","FOUA","""2014-01-30T00:00:00.000Z""","""2014-01-30T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"9245725b-eafa-4817-b135-eb530edd7499",14.5794,121.0359,"Pag-asa","#131 AGLIPAY ST., BRGY. PAG-ASA, M.C.","FOUA","""2014-02-01T00:00:00.000Z""","""2014-02-01T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"32818c84-96fe-4b17-8882-aabc5b1ff319",14.5794,121.0359,"Pleasant Hills","GOLDILOCKS SHAW BLVD.PLEASANTHILLS, M.C.","FOUA","""2014-02-07T00:00:00.000Z""","""2014-02-07T00:00:00.000Z""",,0,0,"300","OPEN FLAME",,,,,"MERCANTILE"
"3ef7029e-0e34-430e-828f-456a35463c27",14.5794,121.0359,"Hulo","#557 F. BLUMENTRITT ST., INTERIOR HULO, M.C.","FOUA","""2014-02-08T00:00:00.000Z""","""2014-02-08T00:00:00.000Z""",,0,0,"500","UNATTENDED LIGHTED CANDLE",,,,,"RESIDENTIAL"
"6349bf52-04d1-4bb5-97ef-9a430545e7df",14.5794,121.0359,"Wack-wack Greenhills","LA SALLE GREENHILLS WACK WACK, M.C.","FOUA","""2014-02-10T00:00:00.000Z""","""2014-02-10T00:00:00.000Z""",,0,0,"2000","ELECTRICAL",,,,,"VEHICULAR"
"aa176936-8400-40b3-b6b0-67c757d92544",14.5794,121.0359,"Mabini J. Rizal","SAMAT COR. LOPEZ RIZAL HIGH-WAY HILLS, M.C.","FOUA","""2014-02-11T00:00:00.000Z""","""2014-02-11T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"638b6812-1c29-4718-bc81-d724f9cd909e",14.5794,121.0359,"Hulo","MANDALUYONG SCIENCE HIGH SCH. BRGY HULO M.C.","FOUA","""2014-02-14T00:00:00.000Z""","""2014-02-14T00:00:00.000Z""",,0,0,"1500","ELECTRICAL",,,,,"EDUCATIONAL"
"bbc04a9b-d4eb-4c92-9436-2d02f1419556",14.5794,121.0359,"Burol","BRGY. BUROL, M.C.","FOUA","""2014-02-16T00:00:00.000Z""","""2014-02-16T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"RESIDENTIAL"
"b244fa1f-57d8-4f9f-a0b9-b353a2e3c8e0",14.5794,121.0359,"Wack-wack Greenhills","SOUTH BOUND SHAW BLVD. COR. EDSA WACK WACK, M.C.","FOUA","""2014-02-19T00:00:00.000Z""","""2014-02-19T00:00:00.000Z""",,0,0,"500000","ELECTRICAL",,,,,"VEHICULAR"
"c3a404e7-088b-40ad-8598-6df30a4a94d9",14.5794,121.0359,"Addition Hills","#605 GUEVARRA ST.,ADDITION HILLS","FOUA","""2014-02-26T00:00:00.000Z""","""2014-02-26T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"POST FIRE"
"31fc875d-899c-4214-9558-c0bd011767e5",14.5794,121.0359,"Plainview","#17 KAYUMANGGI BRGY. PLAINVIEW","FOUA","""2014-02-27T00:00:00.000Z""","""2014-02-27T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"63afee23-6b0e-410a-b2d7-1b81e3481a8e",14.5794,121.0359,"Wack-wack Greenhills","WORLD WIDE CORPORATE CENTER SHAW BLVD., COR. EDSA INFRONT OF STARMALL WACK WACK, M.C.","FOUA","""2014-03-02T00:00:00.000Z""","""2014-03-02T00:00:00.000Z""",,0,0,"200","CIG. BUTT",,,,,"STORAGE"
"bb60aef4-365c-486d-be00-376378eeaec0",14.5794,121.0359,"Plainview","SOUTH SIKAP BRGY. PLAINVIEW, M.C.","FOUA","""2014-03-04T00:00:00.000Z""","""2014-03-04T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"RUBBISH"
"8eab592b-a374-4cba-820c-56f03500280e",14.5794,121.0359,"Hulo","#1108 COSMOS ST., PRIVATE RD. BRGY. HULO, M.C.","FOUA","""2014-03-09T00:00:00.000Z""","""2014-03-09T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"MERCANTILE"
"c52a3daf-aceb-434a-b16b-04357cf6646b",14.5794,121.0359,"Malamig","#529 MAKILING ST.,BRGY. MALAMIG, M.C.","FOUA","""2014-03-10T00:00:00.000Z""","""2014-03-10T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"RESIDENTIAL"
"6839d00a-e4b2-4bbc-a2a3-cd4790bdddba",14.5794,121.0359,"New Zaniga","A. REYES ST.,NEW ZANIGA, M.C.","FOUA","""2014-03-12T00:00:00.000Z""","""2014-03-12T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"VEHICULAR"
"2b0177b8-d6ca-4ca4-afaa-f2ce76d44428",14.5794,121.0359,"Barangka Drive","MA. CLARA ST. BRGY. BARANGKA DRIVE, M.C.","FOUA","""2014-03-14T00:00:00.000Z""","""2014-03-14T00:00:00.000Z""",,0,0,"20000","ELECTRICAL",,,,,"VEHICULAR"
"f22d53cb-63da-4a79-a1fc-4974c7b15a3a",14.5794,121.0359,"Plainview","BUENVIAJE ST., BRGY. PLAINVIEW, M.C.","FOUA","""2014-03-15T00:00:00.000Z""","""2014-03-15T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"RUBBISH"
"c8f49b18-3191-45d8-acc1-405748ebd465",14.5794,121.0359,"Daang Bakal","#148 HAIG ST., BRGY. DAANG BAKAL. M.C.","FOUA","""2014-03-16T00:00:00.000Z""","""2014-03-16T00:00:00.000Z""",,0,0,"1000","ELECTRICAL",,,,,"VEHICULAR"
"88485472-998a-4990-8f97-25ce677b939c",14.5794,121.0359,"Hulo","NEPTALI A. GONZALES HULO, M.C.","FOUA","""2014-03-16T00:00:00.000Z""","""2014-03-16T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"POST FIRE"
"babcc0af-74a8-4878-83ac-acfc49a90747",14.5794,121.0359,"Addition Hills","BLK40, MARTINEZ ST., ADDITION HILLS, M.C.","FOUA","""2014-03-17T00:00:00.000Z""","""2014-03-17T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"STREET LIGHT"
"7cfaca11-267d-460b-9694-a0525717b642",14.5794,121.0359,"Barangka Ilaya","PINATUBO COR. BONI BARANGKA ILAYA","FOUA","""2014-03-18T00:00:00.000Z""","""2014-03-18T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,
"365087f8-373d-4cba-9c18-5f216fb666f4",14.5794,121.0359,"San Jose","BONI AVE., COR. P. CRUZ ST., BRGY. SAN JOSE, M.C.","FOUA","""2014-03-20T00:00:00.000Z""","""2014-03-20T00:00:00.000Z""",,0,2,"20000","GAS LEAK",,,,,"MERCANTILE"
"e0e24045-8ae4-4935-9d34-646a2ff7b59d",14.5794,121.0359,"Barangka Itaas","PANTALEON COR. BONI BARANGKA ITAAS, M.C.","FOUA","""2014-03-22T00:00:00.000Z""","""2014-03-22T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"RUBBISH"
"0e2615c7-abac-4ff9-ad3d-79b5c05b6d37",14.5794,121.0359,"Wack-wack Greenhills","CLMC BLDG.4TH FLR. EDSA, M.C. WACK WACK","FOUA","""2014-03-25T00:00:00.000Z""","""2014-03-25T00:00:00.000Z""",,0,0,"5000","ELECTRICAL",,,,,"BUSINESS"
"dd5aba95-b646-417b-a488-86b317a4ce54",14.5794,121.0359,"Barangka Ilaya","PERSIANA REST. ALONG PIONEER ST. BARANGKA ILAYA","FOUA","""2014-03-26T00:00:00.000Z""","""2014-03-26T00:00:00.000Z""",,0,0,"50000","ELECTRICAL",,,,,"VEHICULAR"
"02869fa4-c5dc-4d9d-9c8b-5da088a65d86",14.5794,121.0359,"Barangka Ilaya","BONI TUNNEL BARANGKA ILAYA","FOUA","""2014-03-28T00:00:00.000Z""","""2014-03-28T00:00:00.000Z""",,0,0,"2000","ELECTRICAL",,,,,"VEHICULAR"
"744eb5e1-4980-4aa3-a82a-bd482485f5ff",14.5794,121.0359,"Namayan","J.P RIZAL ST., BRGY. NAMAYAN","FOUA","""2014-03-31T00:00:00.000Z""","""2014-03-31T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"RUBBISH"
"23aa641f-640f-4ddb-a9a7-ca7abeb9a752",14.5794,121.0359,"Namayan","ACROPOLIS SUBD. J.P. RIZAL, BRGY. NAMAYAN, M.C.","FOUA","""2014-04-01T00:00:00.000Z""","""2014-04-01T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"GRASS FIRE"
"87c4db57-3638-4d95-9009-fc7db6b43918",14.5794,121.0359,"San Jose","BONI AVE., BRGY. SAN JOSE, M.C.","FOUA","""2014-04-01T00:00:00.000Z""","""2014-04-01T00:00:00.000Z""",,0,0,"20000","OPEN FLAME",,,,,"INDUSTRIAL"
"fe35fc3d-89bf-4d80-997a-b3d835b63eed",14.5794,121.0359,"Highway Hills","CITY LAND PIONEER ST., BRGY. HIGH-WAY HILLS, M.C.","FOUA","""2014-04-01T00:00:00.000Z""","""2014-04-01T00:00:00.000Z""",,0,0,"20000","UNATTENDED LIGHTED CANDLE",,,,,"RESIDENTIAL"
"bc122739-5230-4ee7-bda9-42c74f5dc18f",14.5794,121.0359,"Poblacion","PARAISO UNO BRGY. POBLACION. M.C.","FOUA","""2014-04-03T00:00:00.000Z""","""2014-04-03T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,
"ca9b7351-ff0a-43e7-b0e0-5856cf3824c8",14.5794,121.0359,"Buayang Bato","#16B-AÑO 96 ST. HAGDANG BATO LIBIS, M.C.","2ND ALARM","""2014-04-04T00:00:00.000Z""","""2014-04-04T00:00:00.000Z""",,0,0,"300000","ELECTRICAL",,,,,"RESIDENTIAL"
"7828c33f-f429-4479-bfbe-ca6b8990b7e2",14.5794,121.0359,"Poblacion","#313 AGLIPAY ST., POBLACION . M.C.","FOUA","""2014-04-04T00:00:00.000Z""","""2014-04-04T00:00:00.000Z""",,0,0,"900","OPEN FLAME",,,,,"RESIDENTIAL"
"dab818bf-85e3-4365-8c3a-74bd9ef44767",14.5794,121.0359,"Pleasant Hills","CITY LAND PIONEER, M.C. PLEASANTHILLS","FOUA","""2014-04-05T00:00:00.000Z""","""2014-04-05T00:00:00.000Z""",,0,0,"1500","ELECTRICAL",,,,,"RESIDENTIAL"
"0bf568b9-ceef-44de-9c06-600dc6998d6c",14.5794,121.0359,"Mabini J. Rizal","ACROPOLIS SUBD. MABINI J. RIZAL, M.C.","FOUA","""2014-04-08T00:00:00.000Z""","""2014-04-08T00:00:00.000Z""",,0,0,"100","CIG. BUTT",,,,,"RUBBISH"
"d3fa336b-24c1-4cdc-add4-16e692f0c150",14.5794,121.0359,"Hulo","BLUMENTRITT ST., BRGY. HULO M.C.","1ST ALARM","""2014-04-10T00:00:00.000Z""","""2014-04-10T00:00:00.000Z""",,0,0,"5000","UNATTENDED LIGHTED CANDLE",,,,,"RESIDENTIAL"
"f717754d-ebea-4434-a822-cc426664da22",14.5794,121.0359,"Vergara","ELINO CRUZ, BRGY VERGARA","FOUA","""2014-04-11T00:00:00.000Z""","""2014-04-11T00:00:00.000Z""",,0,0,"300",,,,,,
"7e086a8e-9043-41e6-b910-fa74515bb67e",14.5794,121.0359,"Old Zaniga","PVT. E. REYES BRGY. E. REYES OLD ZANIGA, M.C.","1ST ALARM","""2014-04-12T00:00:00.000Z""","""2014-04-12T00:00:00.000Z""",,0,0,"100000","ELECTRICAL",,,,,"BUSINESS"
"ae7cd5d4-6db2-4bb0-9944-efdd69430677",14.5794,121.0359,"Mauway","HOUSING 9 DE PEBRERO MAUWAY,M.C.","FOUA","""2014-04-16T00:00:00.000Z""","""2014-04-16T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"VEHICULAR"
"88666a90-acd9-46be-ab09-f1be1df2999f",14.5794,121.0359,"Addition Hills","#610 9 DE PEBRERO BRGY. ADDITION HILLS","FOUA","""2014-04-18T00:00:00.000Z""","""2014-04-18T00:00:00.000Z""",,0,0,"500","UNATTENDED LIGHTED CANDLE",,,,,"RESIDENTIAL"
"8d9c04e9-72a3-4c6d-a6c4-f026957056b5",14.5794,121.0359,"Plainview","#417 E. BULALAKAW ST., PLAINVIEW, M.C.","FOUA","""2014-04-23T00:00:00.000Z""","""2014-04-23T00:00:00.000Z""",,0,0,"1000","UNATTENDED LIGHTED CANDLE",,,,,"RESIDENTIAL"
"863a7678-97fe-4352-a88d-c221bd7e4122",14.5794,121.0359,"Addition Hills","BLK.15 BRGY. ADDITION HILLS, M.C","FOUA","""2014-05-06T00:00:00.000Z""","""2014-05-06T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"SERVICE WIRE"
"8ac5f1ef-6195-4bbf-bba9-463ea1cc7036",14.5794,121.0359,"New Zaniga","P. LOPEZ COR. DE LEON, BRGY. NEW ZANIGA, M.C","FOUA","""2014-05-15T00:00:00.000Z""","""2014-05-15T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"POST FIRE"
"787e2fe0-0641-4fc0-bede-1220e3c2649d",14.5794,121.0359,"Mauway","YABUT COMP. M. CRUZ NEAR MAUWAY, BRGY. HALL, M.C","FOUA","""2014-05-15T00:00:00.000Z""","""2014-05-15T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"POST FIRE"
"16436f4b-b6e5-4f72-bbe4-88a873ba32e8",14.5794,121.0359,"New Zaniga","F. ORTIGAS ST., COR. A. DE LEON, BRGY. NEW ZANIGA, M.C","FOUA","""2014-05-15T00:00:00.000Z""","""2014-05-15T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"824c1d26-bdf7-4bfd-9fd0-410a8d515e54",14.5794,121.0359,"Mauway","NCMH HOUSING BLK. 9 DE PEBRERO, BRGY.MAUWAY, M.C","FOUA","""2014-05-18T00:00:00.000Z""","""2014-05-18T00:00:00.000Z""",,0,0,"100","ELECTRICAL",,,,,"POST FIRE"
"db34a35d-5ce9-4d6c-87b5-7cbae7fed205",14.5794,121.0359,"Addition Hills","BLK. 14, BRGY. ADDITION HILLS, M.C","FOUA","""2014-05-20T00:00:00.000Z""","""2014-05-20T00:00:00.000Z""",,0,0,"500","STRUCTURAL",,,,,"RESIDENTIAL"
"1253de53-681d-4d7e-9fbd-f40ff5974987",14.5794,121.0359,"Malamig","#38 MAYON ST., BRGY. MALAMIG, M.C","FOUA","""2014-05-22T00:00:00.000Z""","""2014-05-22T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"eef7c3f3-ad87-494d-a836-6ac349aa3249",14.5794,121.0359,"Old Zaniga","VILLAMAJA TOWNHOUSE, 19-C AGLIPAY ST., BRGY. OLD ZANIGA, M.C","1ST ALARM","""2014-05-28T00:00:00.000Z""","""2014-05-28T00:00:00.000Z""",,0,0,"20000","STRUCTURAL",,,,,"WAREHOUSE"
"7a0cb35d-469d-439e-9f5c-7ae86b406b5b",14.5794,121.0359,"Addition Hills","BLK. 19, CORRECTIONAL BRGY. ADDITION HILLS, M.C","FOUA","""2014-05-31T00:00:00.000Z""","""2014-05-31T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"POST FIRE"
"14e337ad-0121-43ed-a6e1-d76e6c2c3119",14.5794,121.0359,"Poblacion","A. LUNA, BRGY. POBLACION, M.C","FOUA","""2014-06-14T00:00:00.000Z""","""2014-06-14T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"d355b5c2-6f5f-41c3-b265-1b062d5c5f95",14.5794,121.0359,"Hulo","MRI TRACK, BRGY. HULO, M.C","FOUA","""2014-06-15T00:00:00.000Z""","""2014-06-15T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"ba36f558-8092-445c-a7ee-64c4d3c4bdcf",14.5794,121.0359,"Plainview","R&J BULALOHAN, BRGY. PLAINVIEW, M.C","FOUA","""2014-06-20T00:00:00.000Z""","""2014-06-20T00:00:00.000Z""",,0,0,"5000","STRUCTURAL",,,,,"MERCANTILE"
"f3984505-59c6-414c-ae4a-561a89b2eef5",14.5794,121.0359,"Addition Hills","BLOCK 37, WELFAREVILLE COMP., BRGY. ADDITION HILLS, M.C","FOUA","""2014-06-21T00:00:00.000Z""","""2014-06-21T00:00:00.000Z""",,0,0,"20000","STRUCTURAL",,,,,"RESIDENTIAL"
"59c49fab-772b-47d2-a6f8-a476827575b1",14.5794,121.0359,"Plainview","MANDALUYONG CITY HOSPITAL, PLAINVIEW M.C","FOUA","""2014-06-24T00:00:00.000Z""","""2014-06-24T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"HEALTH CARE"
"c4678122-4cc2-4d31-adfc-47002ed48ebd",14.5794,121.0359,"Plainview","SAN JOAQUIN, BRGY. PLAINVIEW, M.C","1ST ALARM","""2014-06-25T00:00:00.000Z""","""2014-06-25T00:00:00.000Z""",,0,0,"2500","STRUCTURAL",,,,,"RESIDENTIAL"
"d8bc0d20-7ba6-4004-8e32-bb2ccb4c6689",14.5794,121.0359,"Mauway","#946 SAN JOSE ST., BRGY. MAUWAY, M.C.","4TH ALARM","""2014-07-02T00:00:00.000Z""","""2014-07-02T00:00:00.000Z""",,1,0,"400000","STRUCTURAL",,,,,"RESIDENTIAL"
"12dcbff3-3882-4bfb-93c4-4950239e216f",14.5794,121.0359,"Wack-wack Greenhills","# 487 NORTH WESTERN ST., BRGY. WACK WACK, M.C.","3RD ALARM","""2014-07-04T00:00:00.000Z""","""2014-07-04T00:00:00.000Z""",,0,0,"1000000","STRUCTURAL",,,,,"RESIDENTIAL"
"8337bf3a-e7d9-46ee-8939-11627c508bcb",14.5794,121.0359,"Hulo","#572 F. BLUMENTRIT ST., INTEGRAL BRGY. HULO, M.C","FOUA","""2014-07-05T00:00:00.000Z""","""2014-07-05T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"POST FIRE"
"53887d98-adf2-4ac8-ba5f-c05e88e374e7",14.5794,121.0359,"Addition Hills","407 GOMEZVILLE ST.,BRGY.ADDITION HILLS","FOUA","""2014-07-07T00:00:00.000Z""","""2014-07-07T00:00:00.000Z""",,0,0,"100","ELECTRICAL",,,,,"POST FIRE"
"fc588624-c642-4c12-aa05-a8fc7d6f409f",14.5794,121.0359,"Barangka Ilaya","MRI TRACK BARANGKA ILAYA, M.C.","FOUA","""2014-07-15T00:00:00.000Z""","""2014-07-15T00:00:00.000Z""",,0,0,"600","ELECTRICAL",,,,,"POST FIRE"
"fc1cec51-6af2-407e-94ba-86ddeb4db41c",14.5794,121.0359,"Mauway","SINAG ST.,ISLA DE COCOMO BRGY. MAUWAY","FOUA","""2014-07-15T00:00:00.000Z""","""2014-07-15T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"14700ee7-758b-4ce6-b836-d72f8c6066ad",14.5794,121.0359,"New Zaniga","T. BERNARDO COR. P. LOPEZ BRGY. NEW ZANIGA, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"POST FIRE"
"34524229-46a1-4103-bbea-bbe3e5095853",14.5794,121.0359,"Hulo","SANIBOY BRGY. HULO, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"ee1bc1a9-beb8-455a-8c98-0f0e50f98fe0",14.5794,121.0359,"Plainview","SAN PABLO ST., BRGY. PLAINVIEW, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"f022c8c7-20c5-4f99-81a0-fbf6b1e64bdc",14.5794,121.0359,"Plainview","SAN PABLO ST., BRGY. PLAINVIEW, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"03e0ba63-2559-4b59-9fe8-6d1e43319a5c",14.5794,121.0359,"Hulo","F. BLUMENTRITT BRGY. HULO, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"SERVICE WIRE"
"0377002f-b561-4449-8516-ff84c5da0327",14.5794,121.0359,"Addition Hills","LIBERTAD COR. SIERRA MADRE, H-WAY HILLS","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"2500","STRUCTURAL",,,,,"MERCANTILE"
"1a094c0a-e8c3-400c-b227-cbc8face21b7",14.5794,121.0359,"Mauway","NATIONAL HOUSING BRGY. MAUWAY, M.C.","FOUA","""2014-07-16T00:00:00.000Z""","""2014-07-16T00:00:00.000Z""",,0,0,"600","ELECTRICAL",,,,,"POST FIRE"
"50870026-5756-4e6e-b24a-1d9b707dfec7",14.5794,121.0359,"Hulo","CORONADO ST., BRGY. HULO, M.C.","FOUA","""2014-07-17T00:00:00.000Z""","""2014-07-17T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"SERVICE WIRE"
"ae1e25d4-7c51-4621-85d7-0fe773632506",14.5794,121.0359,"Mauway","AMARILLO COR. 9 DE PEB. BRGY.MAUWAY","FOUA","""2014-07-20T00:00:00.000Z""","""2014-07-20T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"d4315945-6a0b-490b-a95c-a86ef5789f8d",14.5794,121.0359,"New Zaniga","#206 MARTINEZ ST., BRGY. NEW ZANIGA","FOUA","""2014-07-21T00:00:00.000Z""","""2014-07-21T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"4728beba-27f5-49b4-a660-4ab8a009aa08",14.5794,121.0359,"Addition Hills","BARANGAY ADDITION HILLS, M.C.","FOUA","""2014-07-23T00:00:00.000Z""","""2014-07-23T00:00:00.000Z""",,0,0,"700","STRUCTURAL",,,,,"RESIDENTIAL"
"1596e8ca-9eaa-4f8c-aae5-b5f15622f0f0",14.5794,121.0359,"Hulo","CORONADO ST., BRGY. HULO, M.C.","FOUA","""2014-07-24T00:00:00.000Z""","""2014-07-24T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"MERCANTILE"
"df21a347-ccc7-46a2-a86a-9d4a0237ca8c",14.5794,121.0359,"Hulo","CORONADO ST., BRGY. HULO, M.C.","FOUA","""2014-07-25T00:00:00.000Z""","""2014-07-25T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"33564a2d-b78f-4d4b-b68f-cdc34ef11be0",14.5794,121.0359,"Plainview","STO. ROSARIO BRGY. PLAINVIEW, M.C.","FOUA","""2014-07-28T00:00:00.000Z""","""2014-07-28T00:00:00.000Z""",,0,0,"800","STRUCTURAL",,,,,"RESIDENTIAL"
"5c494817-cb41-4f7a-a2b1-db96a95ed0ba",14.5794,121.0359,"Hulo","TIVOLI GARDEN CORONADO ST., BRGY. HULO, M.C.","FOUA","""2014-08-02T00:00:00.000Z""","""2014-08-02T00:00:00.000Z""",,0,0,"800","STRUCTURAL",,,,,"RESIDENTIAL"
"2c2f4e6b-90ed-464c-a2de-5cab92651989",14.5794,121.0359,"Addition Hills","#945 LUNA MENCIAS COR. ARAULLO ADDITION HILLS, M.C.","FOUA","""2014-09-02T00:00:00.000Z""","""2014-09-02T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"SERVICE WIRE"
"26d396e7-dedd-4286-bac9-3e273f1513fc",14.5794,121.0359,"Addition Hills","DR. POTENCIANO MEDICAL CENTER, HIGH WAY HILLS M.C.","FOUA","""2014-09-15T00:00:00.000Z""","""2014-09-15T00:00:00.000Z""",,0,0,"2000","STRUCTURAL",,,,,"HEALTH CARE"
"c9ca6cf1-9013-4718-889d-c48f603ae8f4",14.5794,121.0359,"New Zaniga","P. CRUZ BRGY. NEW ZANIGA, M.C.","FOUA","""2014-09-17T00:00:00.000Z""","""2014-09-17T00:00:00.000Z""",,0,0,"2000","ELECTRICAL",,,,,"SERVICE WIRE"
"3faa9b1b-b4f1-47ed-9ed5-65e060e40455",14.5794,121.0359,"Addition Hills","BLOCK 34 BRGY. ADDITION HILLS, M.C.","FOUA","""2014-09-19T00:00:00.000Z""","""2014-09-19T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"POST FIRE"
"d4135c70-b676-4c52-bb7b-f728b0472774",14.5794,121.0359,"Hulo","CORONADO ST., BRGY. HULO, M.C.","FOUA","""2014-09-19T00:00:00.000Z""","""2014-09-19T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"SERVICE WIRE"
"e686568d-4c8b-4394-8bdb-a037fc199eff",14.5794,121.0359,"Daang Bakal","NEPTALI GONZALES ST., #108 DAANG BAKAL, M.C.","FOUA","""2014-09-20T00:00:00.000Z""","""2014-09-20T00:00:00.000Z""",,0,0,"1500","ELECTRICAL",,,,,"SERVICE WIRE"
"6c40d7bd-c93d-41fa-835d-f72ecb3f724f",14.5794,121.0359,"Plainview","TIAGA COR. KASIPAGAN, BRGY. PLAINVIEW, M.C.","FOUA","""2014-09-24T00:00:00.000Z""","""2014-09-24T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"POST FIRE"
